application_id,application_date,annual_income,credit_score,debt_to_income_ratio,loan_amount,employment_years,region,default_risk
APP-20339,2023-04-24 00:00,72661.5,587.0,0.299,38906.0,16,East,1
APP-20340,2023-04-24 08:00,55106.93,713.0,0.265,31305.0,7,South,1
APP-20341,2023-04-24 16:00,69987.1,762.0,0.303,10560.0,14,South,1
APP-20342,2023-04-25 00:00,85061.33,651.0,0.287,16959.0,8,North,0
APP-20343,2023-04-25 08:00,61179.41,678.0,0.169,10620.0,4,East,1
APP-20344,2023-04-25 16:00,93490.76,730.0,0.256,31832.0,3,South,1
APP-20345,2023-04-26 00:00,65749.92,595.0,0.289,7061.0,19,South,1
APP-20346,2023-04-26 08:00,52214.31,686.0,0.261,34414.0,17,East,0
APP-20347,2023-04-26 16:00,77745.26,726.0,0.161,37977.0,8,North,0
APP-20348,2023-04-27 00:00,63311.59,685.0,0.378,28682.0,20,South,1
APP-20349,2023-04-27 08:00,80788.26,652.0,0.202,12454.0,2,North,1
APP-20350,2023-04-27 16:00,71200.19,654.0,0.181,17603.0,21,East,1
APP-20351,2023-04-28 00:00,60082.57,637.0,0.283,21703.0,8,East,1
APP-20352,2023-04-28 08:00,87815.22,682.0,0.255,26162.0,8,South,0
APP-20353,2023-04-28 16:00,57509.43,758.0,0.328,28403.0,20,South,1
APP-20354,2023-04-29 00:00,32515.72,816.0,0.35,24398.0,23,East,0
APP-20355,2023-04-29 08:00,78208.7,712.0,0.338,17296.0,3,North,0
APP-20356,2023-04-29 16:00,70248.98,745.0,0.28,36182.0,20,North,1
APP-20357,2023-04-30 00:00,84255.79,668.0,0.324,7849.0,6,West,1
APP-20358,2023-04-30 08:00,51774.89,616.0,0.155,21319.0,6,East,1
APP-20359,2023-04-30 16:00,61292.73,793.0,0.368,32145.0,22,South,0
APP-20360,2023-05-01 00:00,59599.37,683.0,0.248,7131.0,7,East,1
APP-20361,2023-05-01 08:00,79006.43,742.0,0.438,29687.0,20,South,1
APP-20362,2023-05-01 16:00,74762.75,717.0,0.37,33690.0,0,North,1
APP-20363,2023-05-02 00:00,68222.01,755.0,0.264,28129.0,8,South,0
APP-20364,2023-05-02 08:00,68318.67,753.0,0.282,5453.0,24,West,1
APP-20365,2023-05-02 16:00,47735.43,722.0,0.375,11305.0,22,North,0
APP-20366,2023-05-03 00:00,76530.23,727.0,0.099,16974.0,11,West,0
APP-20367,2023-05-03 08:00,76836.82,765.0,0.267,13179.0,5,East,0
APP-20368,2023-05-03 16:00,99366.61,692.0,0.416,38693.0,12,South,1
APP-20369,2023-05-04 00:00,72061.77,780.0,0.348,27806.0,4,North,1
APP-20370,2023-05-04 08:00,74486.88,678.0,0.213,15394.0,20,South,1
APP-20371,2023-05-04 16:00,72164.02,713.0,0.305,37539.0,18,West,1
APP-20372,2023-05-05 00:00,54549.43,738.0,0.202,30921.0,0,North,0
APP-20373,2023-05-05 08:00,83741.02,637.0,0.253,14961.0,21,West,1
APP-20374,2023-05-05 16:00,64163.81,772.0,0.307,18261.0,23,North,0
APP-20375,2023-05-06 00:00,62105.62,731.0,0.321,11980.0,17,East,1
APP-20376,2023-05-06 08:00,62977.8,850.0,0.338,38988.0,7,East,0
APP-20377,2023-05-06 16:00,64010.85,804.0,0.379,23105.0,23,South,1
APP-20378,2023-05-07 00:00,57703.86,710.0,0.185,36362.0,7,West,1
APP-20379,2023-05-07 08:00,68228.58,790.0,0.282,17127.0,14,West,0
APP-20380,2023-05-07 16:00,63550.87,748.0,0.212,35129.0,18,North,0
APP-20381,2023-05-08 00:00,62274.36,720.0,0.248,6886.0,9,East,1
APP-20382,2023-05-08 08:00,72347.37,635.0,0.22,39373.0,23,South,1
APP-20383,2023-05-08 16:00,66136.83,646.0,0.32,36921.0,15,East,1
APP-20384,2023-05-09 00:00,56687.96,710.0,0.364,17712.0,10,West,0
APP-20385,2023-05-09 08:00,53546.89,688.0,0.369,32115.0,11,South,1
APP-20386,2023-05-09 16:00,66476.03,720.0,0.192,31329.0,15,East,0
APP-20387,2023-05-10 00:00,53800.52,772.0,0.27,36544.0,15,East,0
APP-20388,2023-05-10 08:00,52720.82,749.0,0.189,15754.0,19,North,1
APP-20389,2023-05-10 16:00,52932.85,679.0,0.187,21293.0,2,North,1
APP-20390,2023-05-11 00:00,68824.77,752.0,0.227,35275.0,8,West,1
APP-20391,2023-05-11 08:00,82903.14,669.0,0.307,32250.0,7,East,1
APP-20392,2023-05-11 16:00,70216.41,659.0,0.322,18771.0,9,North,1
APP-20393,2023-05-12 00:00,78302.33,727.0,0.332,34600.0,12,East,1
APP-20394,2023-05-12 08:00,63954.47,673.0,0.327,6643.0,17,South,1
APP-20395,2023-05-12 16:00,67133.38,681.0,0.212,32372.0,12,East,1
APP-20396,2023-05-13 00:00,89794.94,755.0,0.375,12237.0,12,East,0
APP-20397,2023-05-13 08:00,77430.57,740.0,0.344,15014.0,14,West,0
APP-20398,2023-05-13 16:00,79055.4,693.0,0.247,22263.0,12,South,1
APP-20399,2023-05-14 00:00,61036.93,637.0,0.25,20741.0,15,South,1
APP-20400,2023-05-14 08:00,64920.98,677.0,0.227,23220.0,7,North,0
APP-20401,2023-05-14 16:00,71084.97,797.0,0.177,24067.0,18,South,0
APP-20402,2023-05-15 00:00,55903.97,753.0,0.333,16603.0,9,West,0
APP-20403,2023-05-15 08:00,29552.31,774.0,0.346,11133.0,11,North,1
APP-20404,2023-05-15 16:00,70947.0,722.0,0.206,31897.0,13,East,0
APP-20405,2023-05-16 00:00,79420.5,694.0,0.181,18999.0,5,South,1
APP-20406,2023-05-16 08:00,65828.03,751.0,0.205,22704.0,20,East,0
APP-20407,2023-05-16 16:00,56061.39,768.0,0.289,27564.0,23,North,1
APP-20408,2023-05-17 00:00,60039.56,688.0,0.169,36837.0,8,South,1
APP-20409,2023-05-17 08:00,34575.9,678.0,0.37,29764.0,6,North,1
APP-20410,2023-05-17 16:00,60001.61,642.0,0.365,6591.0,5,North,1
APP-20411,2023-05-18 00:00,48273.73,677.0,0.314,34350.0,21,South,1
APP-20412,2023-05-18 08:00,54505.38,740.0,0.345,39627.0,0,South,0
APP-20413,2023-05-18 16:00,47514.75,683.0,0.285,21537.0,20,North,0
APP-20414,2023-05-19 00:00,45785.34,752.0,0.317,38936.0,13,West,0
APP-20415,2023-05-19 08:00,49938.31,799.0,0.176,24157.0,23,South,0
APP-20416,2023-05-19 16:00,74492.28,711.0,0.391,21087.0,5,North,0
APP-20417,2023-05-20 00:00,57353.15,709.0,0.241,16599.0,11,East,1
APP-20418,2023-05-20 08:00,48381.12,735.0,0.27,28014.0,16,East,1
APP-20419,2023-05-20 16:00,76310.21,684.0,0.479,13044.0,4,South,0
APP-20420,2023-05-21 00:00,66934.58,681.0,0.262,8673.0,10,South,1
APP-20421,2023-05-21 08:00,29545.02,682.0,0.339,5953.0,4,East,1
APP-20422,2023-05-21 16:00,79934.37,658.0,0.321,15233.0,11,North,1
APP-20423,2023-05-22 00:00,66081.1,750.0,0.173,18852.0,2,North,0
APP-20424,2023-05-22 08:00,76555.61,688.0,0.2,24323.0,23,North,1
APP-20425,2023-05-22 16:00,61621.66,760.0,0.443,15246.0,8,West,1
APP-20426,2023-05-23 00:00,89070.36,734.0,0.326,39442.0,5,South,0
APP-20427,2023-05-23 08:00,59271.67,709.0,0.279,15211.0,21,West,0
APP-20428,2023-05-23 16:00,25462.42,746.0,0.237,20434.0,1,West,1
APP-20429,2023-05-24 00:00,51659.45,668.0,0.306,8615.0,1,West,1
APP-20430,2023-05-24 08:00,72532.09,675.0,0.313,14122.0,21,West,1
APP-20431,2023-05-24 16:00,67386.3,742.0,0.298,6692.0,11,North,0
APP-20432,2023-05-25 00:00,63162.29,611.0,0.366,24583.0,7,South,1
APP-20433,2023-05-25 08:00,50204.21,711.0,0.211,31287.0,1,South,0
APP-20434,2023-05-25 16:00,65276.29,737.0,0.2,11850.0,8,West,1
APP-20435,2023-05-26 00:00,64784.37,769.0,0.363,17877.0,15,South,1
APP-20436,2023-05-26 08:00,64630.26,778.0,0.449,5582.0,24,East,1
APP-20437,2023-05-26 16:00,73065.05,704.0,0.347,34383.0,14,North,1
APP-20438,2023-05-27 00:00,67726.53,745.0,0.384,32299.0,13,South,1
APP-20439,2023-05-27 08:00,61215.56,674.0,0.274,7214.0,19,North,0
APP-20440,2023-05-27 16:00,49961.53,690.0,0.301,17770.0,3,East,1
APP-20441,2023-05-28 00:00,85399.93,772.0,0.3,38435.0,3,North,0
APP-20442,2023-05-28 08:00,94724.02,708.0,0.276,18721.0,10,East,1
APP-20443,2023-05-28 16:00,91163.15,717.0,0.393,23417.0,20,West,0
APP-20444,2023-05-29 00:00,75486.21,664.0,0.369,17434.0,23,South,1
APP-20445,2023-05-29 08:00,39873.79,729.0,0.248,25865.0,17,West,0
APP-20446,2023-05-29 16:00,38039.98,744.0,0.148,39235.0,4,South,1
APP-20447,2023-05-30 00:00,56773.66,743.0,0.275,39913.0,1,West,0
APP-20448,2023-05-30 08:00,64178.73,655.0,0.188,32115.0,14,East,1
APP-20449,2023-05-30 16:00,63562.59,755.0,0.282,19151.0,10,South,1
APP-20450,2023-05-31 00:00,67906.28,665.0,0.194,22305.0,23,West,1
APP-20451,2023-05-31 08:00,44113.3,709.0,0.381,17486.0,16,North,1
APP-20452,2023-05-31 16:00,89111.29,637.0,0.335,39495.0,15,North,1
APP-20453,2023-06-01 00:00,87578.58,702.0,0.333,29772.0,14,West,0
APP-20454,2023-06-01 08:00,45329.69,665.0,0.366,20713.0,22,East,1
APP-20455,2023-06-01 16:00,37076.85,690.0,0.311,5424.0,2,West,1
APP-20456,2023-06-02 00:00,63653.82,713.0,0.324,23217.0,19,North,1
APP-20457,2023-06-02 08:00,83931.36,747.0,0.395,39437.0,14,South,0
APP-20458,2023-06-02 16:00,64517.29,746.0,0.269,23307.0,23,South,1
APP-20459,2023-06-03 00:00,68899.33,605.0,0.328,11385.0,18,West,1
APP-20460,2023-06-03 08:00,58404.33,741.0,0.196,5773.0,12,South,1
APP-20461,2023-06-03 16:00,67194.19,719.0,0.286,17415.0,15,North,0
APP-20462,2023-06-04 00:00,79167.16,685.0,0.461,37138.0,22,South,1
APP-20463,2023-06-04 08:00,71181.64,670.0,0.345,39879.0,11,West,1
APP-20464,2023-06-04 16:00,73632.63,707.0,0.273,38088.0,16,West,1
APP-20465,2023-06-05 00:00,40051.48,720.0,0.301,30530.0,15,West,1
APP-20466,2023-06-05 08:00,97074.23,727.0,0.278,24535.0,8,North,1
APP-20467,2023-06-05 16:00,40231.19,701.0,0.299,25674.0,5,East,1
APP-20468,2023-06-06 00:00,67346.33,596.0,0.248,23865.0,18,South,1
APP-20469,2023-06-06 08:00,62743.28,688.0,0.32,29747.0,22,West,1
APP-20470,2023-06-06 16:00,63396.4,657.0,0.322,19661.0,12,East,0
APP-20471,2023-06-07 00:00,78047.39,802.0,0.281,28422.0,20,West,1
APP-20472,2023-06-07 08:00,54382.84,713.0,0.291,9256.0,23,West,1
APP-20473,2023-06-07 16:00,58509.39,743.0,0.307,14299.0,7,North,0
APP-20474,2023-06-08 00:00,47800.92,739.0,0.238,34260.0,11,North,1
APP-20475,2023-06-08 08:00,81832.38,724.0,0.319,36631.0,8,East,1
APP-20476,2023-06-08 16:00,68991.28,691.0,0.342,23865.0,21,West,1
APP-20477,2023-06-09 00:00,74558.27,686.0,0.397,6107.0,3,South,1
APP-20478,2023-06-09 08:00,77179.76,619.0,0.305,37444.0,12,South,1
APP-20479,2023-06-09 16:00,94871.19,716.0,0.236,29572.0,1,South,0
APP-20480,2023-06-10 00:00,92254.19,724.0,0.272,19491.0,2,East,1
APP-20481,2023-06-10 08:00,69845.62,708.0,0.189,25943.0,4,North,0
APP-20482,2023-06-10 16:00,67369.44,716.0,0.338,20042.0,23,East,0
APP-20483,2023-06-11 00:00,57017.87,656.0,0.115,21287.0,17,North,1
APP-20484,2023-06-11 08:00,76162.37,697.0,0.362,36038.0,20,South,0
APP-20485,2023-06-11 16:00,75606.69,681.0,0.372,10638.0,13,South,0
APP-20486,2023-06-12 00:00,54059.13,740.0,0.05,8628.0,24,North,0
APP-20487,2023-06-12 08:00,75796.74,712.0,0.382,5096.0,1,South,1
APP-20488,2023-06-12 16:00,80125.32,681.0,0.362,15990.0,14,East,0
APP-20489,2023-06-13 00:00,48175.3,703.0,0.257,10159.0,7,North,1
APP-20490,2023-06-13 08:00,67848.71,663.0,0.185,12699.0,15,South,1
APP-20491,2023-06-13 16:00,64014.07,695.0,0.213,5393.0,2,West,1
APP-20492,2023-06-14 00:00,64919.2,736.0,0.219,12952.0,23,South,0
APP-20493,2023-06-14 08:00,50710.2,650.0,0.385,16645.0,19,West,0
APP-20494,2023-06-14 16:00,37601.66,707.0,0.244,6105.0,19,South,1
APP-20495,2023-06-15 00:00,53668.76,676.0,0.352,26277.0,22,West,0
APP-20496,2023-06-15 08:00,51568.13,650.0,0.27,24908.0,4,South,1
APP-20497,2023-06-15 16:00,70298.35,794.0,0.284,8396.0,3,West,1
APP-20498,2023-06-16 00:00,70542.7,766.0,0.154,25825.0,22,North,0
APP-20499,2023-06-16 08:00,69688.88,683.0,0.188,39953.0,11,North,0
APP-20500,2023-06-16 16:00,44049.04,697.0,0.383,38056.0,18,West,1
APP-20501,2023-06-17 00:00,48206.62,619.0,0.268,5093.0,14,South,1
APP-20502,2023-06-17 08:00,55749.91,638.0,0.304,32838.0,24,East,1
APP-20503,2023-06-17 16:00,65347.15,659.0,0.425,17376.0,12,East,1
APP-20504,2023-06-18 00:00,59973.39,708.0,0.27,7228.0,4,East,1
APP-20505,2023-06-18 08:00,69659.59,705.0,0.265,15359.0,11,East,1
APP-20506,2023-06-18 16:00,79632.05,725.0,0.376,16261.0,18,West,0
APP-20507,2023-06-19 00:00,50010.59,741.0,0.281,23314.0,1,North,1
APP-20508,2023-06-19 08:00,50580.94,723.0,0.306,28138.0,6,North,0
APP-20509,2023-06-19 16:00,67030.4,661.0,0.36,31217.0,22,East,1
APP-20510,2023-06-20 00:00,63769.54,725.0,0.28,13607.0,4,North,1
APP-20511,2023-06-20 08:00,76150.45,739.0,0.343,16262.0,19,West,0
APP-20512,2023-06-20 16:00,65113.65,691.0,0.271,15793.0,10,East,0
APP-20513,2023-06-21 00:00,91107.82,627.0,0.358,17696.0,17,West,1
APP-20514,2023-06-21 08:00,41181.88,763.0,0.314,39988.0,17,West,0
APP-20515,2023-06-21 16:00,77603.25,714.0,0.262,32228.0,6,South,0
APP-20516,2023-06-22 00:00,67989.89,585.0,0.286,39125.0,9,West,1
APP-20517,2023-06-22 08:00,43954.98,803.0,0.084,29259.0,22,South,1
APP-20518,2023-06-22 16:00,33980.61,688.0,0.376,19219.0,19,East,1
APP-20519,2023-06-23 00:00,48124.71,820.0,0.18,18641.0,13,West,0
APP-20520,2023-06-23 08:00,83136.32,727.0,0.194,22100.0,19,North,1
APP-20521,2023-06-23 16:00,81428.47,701.0,0.245,19590.0,19,East,1
APP-20522,2023-06-24 00:00,63070.21,718.0,0.137,33991.0,10,West,1
APP-20523,2023-06-24 08:00,59565.91,678.0,0.317,21275.0,1,West,0
APP-20524,2023-06-24 16:00,52158.55,713.0,0.309,15347.0,12,North,1
APP-20525,2023-06-25 00:00,62189.16,800.0,0.241,32120.0,12,South,0
APP-20526,2023-06-25 08:00,57887.57,670.0,0.226,34905.0,8,West,1
APP-20527,2023-06-25 16:00,90649.13,734.0,0.225,19715.0,16,West,0
APP-20528,2023-06-26 00:00,46451.67,678.0,0.329,28373.0,14,North,1
APP-20529,2023-06-26 08:00,70886.57,702.0,0.153,7058.0,23,East,0
APP-20530,2023-06-26 16:00,91356.07,799.0,0.247,23531.0,21,West,0
APP-20531,2023-06-27 00:00,76618.74,734.0,0.158,6574.0,22,South,0
APP-20532,2023-06-27 08:00,48135.85,744.0,0.341,6022.0,20,South,1
APP-20533,2023-06-27 16:00,41865.05,713.0,0.253,26452.0,21,North,1
APP-20534,2023-06-28 00:00,69116.02,831.0,0.324,15617.0,21,South,0
APP-20535,2023-06-28 08:00,67257.85,667.0,0.38,30989.0,15,West,0
APP-20536,2023-06-28 16:00,83486.14,639.0,0.381,36363.0,24,South,0
APP-20537,2023-06-29 00:00,73226.72,786.0,0.198,9879.0,9,West,0
APP-20538,2023-06-29 08:00,57727.4,693.0,0.305,30358.0,19,North,1
APP-20539,2023-06-29 16:00,56709.28,728.0,0.37,23008.0,11,South,1
APP-20540,2023-06-30 00:00,45407.63,787.0,0.336,8924.0,4,West,1
APP-20541,2023-06-30 08:00,66940.47,729.0,0.344,27806.0,19,East,1
APP-20542,2023-06-30 16:00,43933.28,810.0,0.137,26331.0,16,West,1
APP-20543,2023-07-01 00:00,78649.86,716.0,0.334,23047.0,9,West,1
APP-20544,2023-07-01 08:00,73837.33,678.0,0.217,37426.0,5,North,1
APP-20545,2023-07-01 16:00,73361.84,604.0,0.333,23238.0,20,West,1
APP-20546,2023-07-02 00:00,45172.59,724.0,0.331,39668.0,19,North,1
APP-20547,2023-07-02 08:00,62750.55,609.0,0.327,22823.0,5,West,1
APP-20548,2023-07-02 16:00,59160.42,725.0,0.271,9055.0,11,West,1
APP-20549,2023-07-03 00:00,66542.1,776.0,0.385,21466.0,20,West,1
APP-20550,2023-07-03 08:00,72927.69,709.0,0.321,11382.0,18,North,0
APP-20551,2023-07-03 16:00,57296.04,719.0,0.306,25900.0,1,West,1
APP-20552,2023-07-04 00:00,57860.25,751.0,0.205,29260.0,12,North,0
APP-20553,2023-07-04 08:00,75198.92,740.0,0.312,21395.0,21,East,1
APP-20554,2023-07-04 16:00,48057.5,762.0,0.438,8420.0,19,North,1
APP-20555,2023-07-05 00:00,53800.08,709.0,0.169,21402.0,10,East,1
APP-20556,2023-07-05 08:00,65087.55,609.0,0.338,7851.0,14,North,1
APP-20557,2023-07-05 16:00,78495.81,763.0,0.348,28874.0,12,North,1
APP-20558,2023-07-06 00:00,50468.38,699.0,0.418,32663.0,2,West,1
APP-20559,2023-07-06 08:00,91845.48,670.0,0.338,38683.0,13,South,1
APP-20560,2023-07-06 16:00,44740.06,725.0,0.281,10208.0,7,South,1
APP-20561,2023-07-07 00:00,88254.18,718.0,0.314,23635.0,8,West,1
APP-20562,2023-07-07 08:00,82993.85,676.0,0.259,24864.0,14,East,1
APP-20563,2023-07-07 16:00,43548.48,652.0,0.378,37287.0,22,West,0
APP-20564,2023-07-08 00:00,40516.95,731.0,0.156,26955.0,17,South,0
APP-20565,2023-07-08 08:00,75797.96,672.0,0.241,10093.0,7,North,1
APP-20566,2023-07-08 16:00,59338.98,715.0,0.316,20272.0,10,West,1
APP-20567,2023-07-09 00:00,49895.79,727.0,0.374,27917.0,4,East,1
APP-20568,2023-07-09 08:00,92175.52,754.0,0.279,29510.0,14,West,0
APP-20569,2023-07-09 16:00,47091.46,805.0,0.217,35208.0,14,South,1
APP-20570,2023-07-10 00:00,54095.92,721.0,0.263,11318.0,6,North,0
APP-20571,2023-07-10 08:00,55874.03,691.0,0.251,38304.0,20,South,1
APP-20572,2023-07-10 16:00,23008.27,785.0,0.254,7070.0,17,South,0
APP-20573,2023-07-11 00:00,66370.52,757.0,0.245,39432.0,11,South,1
APP-20574,2023-07-11 08:00,51326.62,718.0,0.245,35022.0,11,South,1
APP-20575,2023-07-11 16:00,77158.04,721.0,0.143,28110.0,3,North,0
APP-20576,2023-07-12 00:00,79118.94,711.0,0.304,30725.0,10,South,0
APP-20577,2023-07-12 08:00,68475.82,717.0,0.334,7544.0,20,East,0
APP-20578,2023-07-12 16:00,68645.7,705.0,0.4,6452.0,5,East,1
APP-20579,2023-07-13 00:00,67453.84,666.0,0.349,8562.0,20,South,1
APP-20580,2023-07-13 08:00,54493.94,710.0,0.345,8058.0,9,East,1
APP-20581,2023-07-13 16:00,55777.58,789.0,0.304,24158.0,14,South,0
APP-20582,2023-07-14 00:00,84848.4,673.0,0.139,12541.0,0,North,0
APP-20583,2023-07-14 08:00,76028.62,698.0,0.302,35107.0,16,North,1
APP-20584,2023-07-14 16:00,68091.3,670.0,0.289,20601.0,2,East,1
APP-20585,2023-07-15 00:00,74000.98,762.0,0.362,29343.0,24,East,0
APP-20586,2023-07-15 08:00,64083.75,747.0,0.325,27851.0,10,South,0
APP-20587,2023-07-15 16:00,67774.2,652.0,0.27,16195.0,17,West,0
APP-20588,2023-07-16 00:00,73917.75,619.0,0.437,13511.0,9,South,1
APP-20589,2023-07-16 08:00,33885.79,749.0,0.348,16986.0,20,South,1
APP-20590,2023-07-16 16:00,78592.08,650.0,0.307,32883.0,8,North,1
APP-20591,2023-07-17 00:00,77515.1,747.0,0.316,25520.0,6,West,1
APP-20592,2023-07-17 08:00,53289.68,681.0,0.285,13874.0,10,West,1
APP-20593,2023-07-17 16:00,83661.54,741.0,0.281,33625.0,7,South,0
APP-20594,2023-07-18 00:00,31740.28,730.0,0.106,6917.0,1,North,0
APP-20595,2023-07-18 08:00,70294.3,686.0,0.207,29471.0,4,East,0
APP-20596,2023-07-18 16:00,65599.0,670.0,0.237,20369.0,8,North,1
APP-20597,2023-07-19 00:00,60357.93,736.0,0.316,30595.0,0,East,0
APP-20598,2023-07-19 08:00,65290.51,679.0,0.148,37461.0,16,North,1
APP-20599,2023-07-19 16:00,73740.96,760.0,0.238,31251.0,9,West,1
APP-20600,2023-07-20 00:00,37916.48,673.0,0.228,20469.0,7,North,1
APP-20601,2023-07-20 08:00,80014.47,726.0,0.289,10284.0,17,South,0
APP-20602,2023-07-20 16:00,58845.9,692.0,0.316,33222.0,24,East,1
APP-20603,2023-07-21 00:00,80231.79,710.0,0.228,21125.0,9,North,0
APP-20604,2023-07-21 08:00,74652.77,678.0,0.234,7636.0,8,North,0
APP-20605,2023-07-21 16:00,58533.95,702.0,0.226,30167.0,3,East,1
APP-20606,2023-07-22 00:00,63810.11,595.0,0.249,15215.0,1,North,1
APP-20607,2023-07-22 08:00,64691.31,673.0,0.276,6711.0,18,East,1
APP-20608,2023-07-22 16:00,89093.91,684.0,0.385,36596.0,9,West,1
APP-20609,2023-07-23 00:00,47893.31,707.0,0.199,21909.0,16,East,0
APP-20610,2023-07-23 08:00,58428.91,768.0,0.42,14834.0,2,East,1
APP-20611,2023-07-23 16:00,41267.18,679.0,0.181,30074.0,20,West,0
APP-20612,2023-07-24 00:00,66858.62,774.0,0.356,36007.0,18,North,1
APP-20613,2023-07-24 08:00,55647.36,671.0,0.242,5011.0,18,North,1
APP-20614,2023-07-24 16:00,57467.43,660.0,0.207,29075.0,21,West,1
APP-20615,2023-07-25 00:00,87270.36,625.0,0.385,31845.0,18,South,1
APP-20616,2023-07-25 08:00,52649.46,737.0,0.287,12347.0,18,East,1
APP-20617,2023-07-25 16:00,62607.17,714.0,0.283,22137.0,14,North,0
APP-20618,2023-07-26 00:00,58121.0,735.0,0.258,8125.0,24,North,0
APP-20619,2023-07-26 08:00,59062.54,716.0,0.233,31136.0,17,East,0
APP-20620,2023-07-26 16:00,106576.84,710.0,0.266,34661.0,16,East,0
APP-20621,2023-07-27 00:00,38975.36,723.0,0.05,8787.0,9,East,0
APP-20622,2023-07-27 08:00,74661.03,807.0,0.132,33576.0,23,South,0
APP-20623,2023-07-27 16:00,101410.6,689.0,0.311,32005.0,13,West,1
APP-20624,2023-07-28 00:00,81186.29,802.0,0.375,17142.0,18,South,1
APP-20625,2023-07-28 08:00,65704.13,748.0,0.389,29160.0,22,South,1
APP-20626,2023-07-28 16:00,47408.48,726.0,0.203,5002.0,17,East,1
APP-20627,2023-07-29 00:00,84571.62,735.0,0.295,37613.0,10,West,0
APP-20628,2023-07-29 08:00,79060.19,566.0,0.105,24263.0,10,North,1
APP-20629,2023-07-29 16:00,42054.61,698.0,0.252,26712.0,11,East,1
APP-20630,2023-07-30 00:00,60195.78,680.0,0.346,28263.0,7,West,1
APP-20631,2023-07-30 08:00,46908.59,805.0,0.279,24648.0,15,North,1
APP-20632,2023-07-30 16:00,22107.2,695.0,0.253,34987.0,24,South,1
APP-20633,2023-07-31 00:00,46559.64,709.0,0.279,26340.0,23,West,0
APP-20634,2023-07-31 08:00,66581.59,708.0,0.383,36772.0,7,South,1
APP-20635,2023-07-31 16:00,73704.79,651.0,0.26,25382.0,23,South,0
APP-20636,2023-08-01 00:00,60148.45,685.0,0.286,10989.0,13,West,1
APP-20637,2023-08-01 08:00,85611.88,747.0,0.402,36975.0,22,North,0
APP-20638,2023-08-01 16:00,80441.6,614.0,0.262,28857.0,17,West,1
APP-20639,2023-08-02 00:00,63120.84,724.0,0.149,29473.0,23,North,0
APP-20640,2023-08-02 08:00,61210.96,669.0,0.389,39492.0,20,East,1
APP-20641,2023-08-02 16:00,70741.09,768.0,0.361,7632.0,21,East,1
APP-20642,2023-08-03 00:00,64732.3,728.0,0.103,20001.0,3,East,1
APP-20643,2023-08-03 08:00,43614.74,642.0,0.27,13368.0,16,South,0
APP-20644,2023-08-03 16:00,60569.27,691.0,0.278,27065.0,12,East,1
APP-20645,2023-08-04 00:00,74983.51,730.0,0.389,33238.0,4,South,1
APP-20646,2023-08-04 08:00,84721.1,696.0,0.279,38821.0,2,North,1
APP-20647,2023-08-04 16:00,79402.46,717.0,0.293,20911.0,8,West,1
APP-20648,2023-08-05 00:00,70014.54,709.0,0.296,32518.0,19,West,0
APP-20649,2023-08-05 08:00,86860.57,749.0,0.243,37097.0,17,South,0
APP-20650,2023-08-05 16:00,71359.28,730.0,0.384,28916.0,19,South,1
APP-20651,2023-08-06 00:00,63671.75,708.0,0.217,13496.0,18,South,0
APP-20652,2023-08-06 08:00,87180.67,711.0,0.241,26275.0,18,North,0
APP-20653,2023-08-06 16:00,75803.88,661.0,0.28,38948.0,20,North,1
APP-20654,2023-08-07 00:00,84530.05,776.0,0.173,39564.0,15,East,0
APP-20655,2023-08-07 08:00,47185.9,843.0,0.421,27483.0,0,East,0
APP-20656,2023-08-07 16:00,52095.97,695.0,0.28,36045.0,4,West,1
APP-20657,2023-08-08 00:00,52738.92,712.0,0.346,12012.0,23,East,1
APP-20658,2023-08-08 08:00,67726.65,756.0,0.203,13613.0,14,North,0
APP-20659,2023-08-08 16:00,92365.24,755.0,0.337,38351.0,11,North,1
APP-20660,2023-08-09 00:00,47915.8,718.0,0.344,9733.0,24,North,0
APP-20661,2023-08-09 08:00,78580.48,666.0,0.355,11689.0,0,North,0
APP-20662,2023-08-09 16:00,46961.47,792.0,0.432,19719.0,13,West,0
APP-20663,2023-08-10 00:00,96762.79,741.0,0.235,25635.0,17,West,1
APP-20664,2023-08-10 08:00,41050.23,720.0,0.265,26134.0,17,North,0
APP-20665,2023-08-10 16:00,76104.5,677.0,0.212,15219.0,5,South,1
APP-20666,2023-08-11 00:00,78205.63,713.0,0.272,37221.0,0,East,1
APP-20667,2023-08-11 08:00,74300.07,628.0,0.333,37028.0,16,West,1
APP-20668,2023-08-11 16:00,51841.26,743.0,0.329,18722.0,17,South,1
APP-20669,2023-08-12 00:00,49154.85,754.0,0.411,20200.0,14,East,1
APP-20670,2023-08-12 08:00,84086.01,720.0,0.319,29587.0,11,South,0
APP-20671,2023-08-12 16:00,80726.1,667.0,0.28,28205.0,12,North,0
APP-20672,2023-08-13 00:00,80521.41,730.0,0.193,18380.0,19,East,0
APP-20673,2023-08-13 08:00,82339.58,745.0,0.349,19499.0,1,South,0
APP-20674,2023-08-13 16:00,41958.77,677.0,0.267,17181.0,3,West,1
APP-20675,2023-08-14 00:00,41510.43,752.0,0.351,13238.0,2,West,0
APP-20676,2023-08-14 08:00,54930.14,734.0,0.246,21035.0,18,West,0
APP-20677,2023-08-14 16:00,57805.38,698.0,0.376,29025.0,24,East,1
APP-20678,2023-08-15 00:00,56206.97,685.0,0.311,30969.0,7,North,0
