passenger_id,pclass,sex,age,sibsp,parch,fare,embarked,survived
650,3,male,22.9,1,0,21.33,C,0
651,3,male,41.2,0,0,50.18,Q,0
652,1,male,22.0,0,0,91.69,S,1
653,3,male,8.1,0,0,26.2,C,1
654,3,male,49.2,0,0,18.78,S,0
655,3,female,14.6,0,0,13.49,S,0
656,1,female,64.3,0,1,94.06,C,0
657,3,male,23.1,0,0,578.77,S,0
658,1,female,59.9,1,1,92.85,S,1
659,3,male,10.8,2,0,19.43,Q,0
660,3,female,44.4,0,0,37.75,S,1
661,2,male,37.0,0,0,25.45,S,0
662,3,female,41.7,0,0,17.26,S,0
663,3,male,43.6,1,0,37.05,S,0
664,3,male,23.0,1,0,49.99,S,0
665,3,female,11.7,1,1,19.97,S,1
666,1,male,29.3,1,1,117.95,S,1
667,1,male,33.1,0,0,88.33,Q,1
668,1,male,23.4,0,0,88.75,S,1
669,3,female,33.9,0,2,581.78,S,0
670,3,male,34.6,1,0,47.04,S,0
671,3,male,17.3,0,0,15.78,S,0
672,1,male,35.5,3,0,85.92,S,1
673,3,male,26.3,1,0,13.42,S,0
674,1,male,20.2,1,0,89.54,C,0
675,3,female,41.0,0,0,33.5,S,1
676,2,male,19.1,0,0,907.88,S,0
677,1,male,23.6,1,0,94.12,S,1
678,3,male,31.0,0,0,25.16,S,0
679,2,male,49.2,0,1,945.1,S,0
680,3,female,32.7,2,0,13.42,S,0
681,3,male,37.4,1,0,29.8,C,0
682,3,female,25.8,0,0,51.22,Q,0
683,3,male,28.9,1,0,15.6,Q,0
684,2,male,29.3,0,0,52.28,S,0
685,3,male,,0,0,29.96,S,1
686,3,female,25.9,0,1,12.22,S,0
687,3,female,48.8,1,0,15.95,S,1
688,1,male,24.8,0,0,98.97,S,0
689,3,female,,0,1,22.47,Q,1
690,1,male,68.4,0,0,96.26,S,0
691,1,female,25.4,4,0,88.96,C,1
692,1,female,48.4,0,0,101.86,Q,1
693,1,female,49.7,0,2,89.65,C,1
694,1,female,43.2,0,0,92.4,C,1
695,1,female,27.2,0,1,91.9,S,1
696,2,female,,0,0,41.72,S,1
697,2,male,12.2,1,0,26.42,S,1
698,1,male,57.9,0,0,937.43,C,0
699,3,male,18.1,4,0,15.36,S,0
700,1,female,26.4,0,0,86.72,S,1
701,1,male,31.4,0,0,88.49,S,0
702,2,male,,0,0,947.85,S,1
703,2,female,20.8,0,0,44.76,S,0
704,2,female,49.5,2,0,41.2,Q,0
705,2,male,,1,0,34.67,S,0
706,3,male,,0,2,12.81,S,0
707,3,male,24.4,0,0,59.92,S,0
708,3,male,44.9,0,0,14.76,S,1
709,3,female,23.5,0,0,28.56,S,0
710,3,female,52.0,1,1,48.61,S,0
711,1,male,31.6,1,0,102.95,S,0
712,3,male,47.2,0,0,15.69,S,0
713,1,female,28.4,0,0,90.69,C,1
714,3,male,31.0,0,0,12.46,Q,0
715,2,male,,2,1,39.23,S,0
716,3,female,60.7,0,0,26.24,S,0
717,3,female,51.8,0,0,31.39,S,0
718,3,male,42.3,0,1,12.17,S,0
719,1,female,38.2,0,0,110.54,S,1
720,2,male,,0,2,45.13,S,1
721,3,male,,1,2,14.28,Q,0
722,3,male,17.2,3,0,18.41,S,0
723,3,male,35.3,0,0,27.26,Q,0
724,3,male,36.2,0,0,22.27,S,0
725,3,male,2.5,1,0,13.83,S,0
726,3,female,30.5,1,1,13.37,S,1
727,3,female,,0,0,34.81,C,1
728,3,male,28.8,1,0,14.54,S,0
729,3,male,35.0,1,0,14.83,C,0
730,3,male,11.2,0,0,38.66,S,0
731,3,male,19.1,0,1,26.21,S,1
732,3,male,44.5,1,0,812.85,S,0
733,3,female,,0,0,21.79,S,0
734,3,male,,0,0,24.62,S,0
735,2,male,22.3,0,1,38.81,S,1
736,3,male,,0,1,63.55,S,0
737,3,male,1.0,1,1,15.78,S,0
738,1,female,41.8,0,0,88.62,C,1
739,3,male,55.3,0,0,12.88,S,0
740,3,male,,1,2,28.1,S,0
741,3,female,16.8,0,2,23.95,S,1
742,3,male,36.2,1,0,13.77,S,0
743,3,male,50.6,0,0,18.8,S,0
744,3,female,30.0,0,2,14.95,C,1
745,2,female,12.8,0,0,31.04,S,1
746,1,male,27.1,3,0,130.32,C,1
747,2,male,15.6,1,0,42.25,S,1
748,3,female,20.6,0,2,12.11,S,0
749,2,male,25.7,2,0,29.37,S,1
750,2,male,17.0,1,1,25.16,S,0
751,3,male,19.1,0,0,30.82,S,0
752,2,male,31.0,0,0,34.51,S,0
753,3,male,33.0,0,0,88.79,S,0
754,3,male,10.1,0,2,31.84,S,0
755,3,female,35.5,0,0,22.94,S,0
756,2,male,24.7,0,0,49.5,S,0
757,3,male,40.1,0,2,30.3,S,0
758,2,male,40.9,0,0,29.19,S,0
759,3,female,,0,1,23.33,S,0
760,3,male,38.6,0,0,24.18,S,0
761,2,male,18.3,0,0,34.0,S,0
762,1,male,48.5,0,0,87.96,S,1
763,1,male,18.8,2,2,88.79,S,1
764,2,female,34.9,0,0,29.95,S,1
765,3,male,27.4,0,1,12.15,S,0
766,3,male,15.8,0,0,49.32,S,0
767,2,female,42.6,0,0,42.38,S,1
768,3,male,21.4,1,0,29.55,C,0
769,3,male,6.2,0,1,24.74,S,0
770,3,male,1.0,0,0,29.53,S,0
771,1,female,17.7,0,0,145.15,S,1
772,3,male,49.3,0,1,19.3,Q,0
773,3,male,47.6,0,0,30.7,C,0
774,3,male,,0,0,18.68,S,1
775,2,male,24.8,0,0,53.89,S,0
776,2,female,23.5,1,0,54.28,S,1
777,3,female,,0,0,46.88,C,0
778,3,female,16.7,0,1,12.08,S,1
779,3,female,43.7,0,0,17.31,S,0
780,1,female,37.1,3,0,915.59,Q,1
781,3,male,33.8,0,1,21.08,S,1
782,1,male,11.3,0,0,95.26,S,0
783,2,male,,0,2,29.43,C,0
784,3,male,1.0,0,0,31.28,C,0
785,1,male,41.8,0,0,89.72,S,0
786,2,male,33.6,2,0,53.85,C,0
787,3,male,11.2,0,0,14.93,Q,0
788,3,male,52.6,1,0,18.86,Q,0
789,1,female,4.9,0,0,99.6,S,1
790,3,male,,1,0,25.95,S,0
791,1,male,37.8,0,0,86.22,S,1
792,2,female,,0,0,53.09,C,1
793,3,male,29.5,2,0,25.67,S,1
794,1,male,7.1,0,0,115.59,S,1
795,3,male,1.0,2,0,42.33,S,0
796,1,female,15.0,0,0,96.84,S,1
797,3,female,,4,0,48.25,S,1
798,3,male,39.0,0,0,40.3,S,0
799,3,male,30.9,1,0,59.6,C,0
800,2,male,31.3,0,0,53.51,S,0
801,3,male,15.8,0,0,37.82,S,0
802,3,female,22.6,1,1,21.51,Q,1
803,1,male,17.0,1,0,88.57,S,1
804,3,male,12.9,0,0,48.24,S,0
805,1,female,21.7,0,0,104.23,Q,1
806,3,male,31.0,0,2,16.96,S,1
807,3,female,22.0,0,0,888.14,S,1
808,1,female,25.5,0,0,102.38,C,1
809,3,male,39.7,1,0,21.75,S,0
810,1,female,23.0,0,1,86.27,S,0
811,3,male,11.3,0,0,14.29,S,0
812,1,male,37.9,3,0,105.54,S,0
813,3,female,,0,0,17.98,S,1
814,1,male,34.6,0,0,95.63,S,1
815,2,male,38.8,1,0,46.83,S,1
816,3,female,36.4,1,0,32.87,S,0
817,2,male,,1,1,27.74,C,1
818,3,male,63.5,1,0,13.55,S,0
819,3,male,12.0,0,1,25.42,S,0
820,1,male,21.8,0,0,105.3,S,1
821,3,male,43.5,1,2,14.42,Q,1
822,1,female,,0,1,91.98,C,1
823,1,male,40.6,0,0,115.64,Q,1
824,1,male,32.4,1,0,128.3,S,1
825,3,male,49.2,1,0,21.08,S,0
826,1,male,15.9,0,0,86.24,S,0
827,3,male,48.8,2,0,16.47,S,0
828,3,male,46.4,1,1,15.98,S,0
829,2,male,13.1,3,0,29.1,S,1
830,3,female,38.8,2,0,22.21,S,0
831,3,male,29.4,0,0,25.13,C,0
832,2,male,21.5,1,0,26.96,S,0
833,1,male,3.6,0,0,118.02,Q,1
834,2,male,15.8,1,2,39.51,S,0
835,3,male,39.9,1,0,25.64,C,0
836,3,male,41.4,0,2,872.58,C,0
837,1,male,27.1,0,0,99.84,S,1
838,1,female,41.4,0,0,124.67,S,1
839,3,male,43.2,1,0,17.06,S,0
840,1,female,32.2,1,0,89.12,S,1
841,3,female,19.9,0,0,22.9,Q,1
842,1,male,36.2,0,0,95.66,S,0
843,3,male,36.8,1,2,15.85,S,0
844,3,male,39.4,0,0,30.04,Q,0
845,2,male,42.1,0,0,25.45,S,0
846,1,female,,0,0,102.6,S,1
847,3,male,22.9,2,0,21.16,C,0
848,2,female,,1,0,42.52,S,1
849,2,female,40.5,0,0,34.72,S,0
850,3,male,27.0,0,1,68.8,S,1
851,1,male,36.0,0,0,91.11,C,1
852,2,male,9.3,1,0,85.75,S,0
853,3,female,,0,0,13.01,S,0
854,3,female,,0,0,29.27,S,0
855,2,male,40.8,0,0,686.09,S,1
856,3,male,31.7,2,2,37.9,S,0
857,3,male,,0,0,35.38,Q,0
858,3,female,,0,0,36.16,S,1
859,1,female,21.1,1,2,86.49,S,1
860,1,male,,4,1,110.92,S,0
861,3,male,30.2,0,0,15.61,S,0
862,3,male,12.2,0,0,12.39,S,1
863,3,male,24.6,0,1,15.68,S,0
864,1,female,,0,0,94.79,S,1
865,3,male,,0,0,32.33,C,1
866,3,female,21.5,0,0,15.7,S,1
867,2,male,22.5,0,0,26.8,S,1
868,1,male,30.3,1,0,100.58,S,1
869,3,male,42.2,0,0,73.93,S,0
870,3,female,,0,0,678.71,S,0
871,1,female,37.1,0,1,102.62,S,1
872,3,male,23.5,0,0,24.35,C,0
873,3,male,,0,0,34.87,S,1
874,3,male,58.0,1,0,67.82,S,0
875,3,male,27.2,0,0,23.78,S,0
876,3,male,40.6,1,0,20.09,C,0
877,1,male,40.1,0,0,114.53,S,0
878,1,male,13.5,0,0,137.46,S,1
879,3,female,4.2,0,0,14.07,S,1
880,1,male,41.5,0,1,97.95,Q,0
881,3,male,14.8,1,1,35.59,S,0
882,3,male,6.7,1,0,23.43,S,0
883,1,female,44.4,0,0,92.89,S,1
884,3,male,,0,0,27.97,C,0
885,3,male,19.2,0,0,16.72,S,0
886,2,female,57.6,4,0,31.44,C,1
887,3,male,6.8,0,0,84.95,Q,0
888,3,female,,0,2,27.18,S,1
889,2,female,23.6,0,1,55.94,S,1
890,3,male,26.6,0,0,36.74,S,0
891,1,female,17.5,0,0,846.32,S,1
