candidate_id,gender,department,experience_years,technical_score,hired
CAND-0621,Male,Sales,6,67.8,1
CAND-0622,Male,Marketing,8,64.0,1
CAND-0623,Female,Engineering,13,40.7,1
CAND-0624,Female,Marketing,11,60.4,1
CAND-0625,Male,Marketing,5,58.4,1
CAND-0626,Male,Engineering,1,58.1,1
CAND-0627,Male,Marketing,4,75.0,1
CAND-0628,Female,Sales,3,71.8,1
CAND-0629,Male,Sales,2,49.6,0
CAND-0630,Male,Engineering,7,50.5,1
CAND-0631,Male,Design,13,50.5,1
CAND-0632,Female,Design,13,97.2,1
CAND-0633,Male,Marketing,7,92.4,1
CAND-0634,Male,Sales,8,57.2,1
CAND-0635,Female,Engineering,10,40.4,0
CAND-0636,Male,Sales,5,71.9,1
CAND-0637,Female,Design,1,70.7,1
CAND-0638,Male,Design,6,74.8,1
CAND-0639,Male,Marketing,6,81.1,1
CAND-0640,Male,Engineering,11,76.8,1
CAND-0641,Female,Marketing,8,53.3,1
CAND-0642,Male,Sales,13,74.4,1
CAND-0643,Male,Sales,10,82.8,0
CAND-0644,Male,Design,2,59.1,0
CAND-0645,Male,Marketing,11,74.5,0
CAND-0646,Male,Sales,9,61.7,1
CAND-0647,Female,Sales,11,99.9,1
CAND-0648,Male,Sales,13,50.1,0
CAND-0649,Male,Engineering,6,87.3,0
CAND-0650,Male,Design,1,44.9,0
CAND-0651,Male,Marketing,9,96.9,1
CAND-0652,Male,Sales,8,52.9,1
CAND-0653,Male,Engineering,10,72.8,1
CAND-0654,Male,Sales,1,45.6,1
CAND-0655,Female,Sales,8,49.8,0
CAND-0656,Female,Design,13,83.5,1
CAND-0657,Male,Engineering,7,85.4,1
CAND-0658,Female,Sales,5,73.6,0
CAND-0659,Non-Binary,Design,13,81.1,1
CAND-0660,Male,Engineering,6,85.7,0
CAND-0661,Male,Sales,4,59.7,0
CAND-0662,Non-Binary,Marketing,9,49.0,1
CAND-0663,Female,Design,9,69.8,1
CAND-0664,Female,Sales,13,61.3,1
CAND-0665,Female,Sales,10,75.8,0
CAND-0666,Male,Engineering,14,78.2,1
CAND-0667,Female,Marketing,1,59.8,1
CAND-0668,Female,Design,12,80.6,1
CAND-0669,Male,Engineering,9,79.8,1
CAND-0670,Female,Sales,3,80.8,0
CAND-0671,Female,Design,12,63.9,1
CAND-0672,Female,Sales,2,81.7,1
CAND-0673,Male,Sales,4,77.8,0
CAND-0674,Female,Marketing,4,79.6,1
CAND-0675,Male,Sales,9,95.2,1
CAND-0676,Non-Binary,Design,4,74.9,0
CAND-0677,Female,Sales,5,60.9,1
CAND-0678,Male,Design,6,53.3,1
CAND-0679,Male,Marketing,4,86.9,1
CAND-0680,Female,Sales,1,75.4,1
CAND-0681,Male,Engineering,13,95.1,1
CAND-0682,Male,Design,2,39.6,0
CAND-0683,Male,Sales,3,83.7,1
CAND-0684,Female,Engineering,4,66.1,0
CAND-0685,Male,Design,5,64.7,0
CAND-0686,Female,Engineering,13,58.5,1
CAND-0687,Male,Sales,10,83.5,1
CAND-0688,Male,Marketing,10,79.2,1
CAND-0689,Male,Marketing,3,52.9,0
CAND-0690,Male,Engineering,11,72.5,1
CAND-0691,Female,Sales,1,80.6,1
CAND-0692,Non-Binary,Sales,11,72.7,1
CAND-0693,Male,Design,11,86.6,1
CAND-0694,Male,Sales,8,65.6,1
CAND-0695,Non-Binary,Marketing,8,36.2,0
CAND-0696,Male,Sales,13,72.8,1
CAND-0697,Male,Design,4,72.7,1
CAND-0698,Male,Design,7,74.7,1
CAND-0699,Female,Sales,4,86.6,1
CAND-0700,Male,Sales,14,40.7,1
CAND-0701,Female,Design,3,66.4,1
CAND-0702,Male,Design,7,56.2,0
CAND-0703,Male,Engineering,14,51.9,1
CAND-0704,Male,Marketing,6,68.9,0
CAND-0705,Female,Marketing,1,80.5,0
CAND-0706,Female,Engineering,9,74.5,1
CAND-0707,Female,Engineering,12,59.7,1
CAND-0708,Male,Marketing,2,67.8,1
CAND-0709,Male,Design,13,83.9,0
CAND-0710,Male,Marketing,3,80.2,0
CAND-0711,Male,Design,5,61.7,1
CAND-0712,Female,Marketing,3,60.7,0
CAND-0713,Male,Design,3,44.3,0
CAND-0714,Female,Marketing,8,63.6,0
CAND-0715,Male,Engineering,14,44.0,1
CAND-0716,Female,Sales,4,100.0,1
CAND-0717,Female,Sales,13,57.2,1
CAND-0718,Male,Sales,13,86.6,1
CAND-0719,Male,Design,10,97.3,1
CAND-0720,Male,Sales,2,73.2,1
CAND-0721,Female,Marketing,5,68.5,1
CAND-0722,Male,Sales,2,50.2,0
CAND-0723,Male,Design,10,62.4,0
CAND-0724,Female,Design,11,94.1,1
CAND-0725,Male,Design,12,75.3,1
CAND-0726,Male,Marketing,8,70.4,1
CAND-0727,Male,Design,3,89.7,1
CAND-0728,Male,Marketing,14,80.4,1
CAND-0729,Male,Design,2,67.8,1
CAND-0730,Female,Engineering,3,73.2,0
CAND-0731,Male,Design,3,58.5,0
CAND-0732,Male,Sales,1,61.6,1
CAND-0733,Male,Sales,3,66.9,0
CAND-0734,Male,Engineering,3,78.4,0
CAND-0735,Male,Design,4,51.3,1
CAND-0736,Male,Sales,13,71.1,0
CAND-0737,Male,Sales,8,64.2,1
CAND-0738,Male,Marketing,9,56.5,0
CAND-0739,Male,Marketing,1,64.2,0
CAND-0740,Male,Design,1,35.2,0
CAND-0741,Male,Engineering,6,58.6,1
CAND-0742,Male,Design,1,53.5,0
CAND-0743,Male,Marketing,12,65.8,1
CAND-0744,Female,Marketing,5,35.8,0
CAND-0745,Female,Design,14,72.9,1
CAND-0746,Female,Design,12,83.6,1
CAND-0747,Non-Binary,Design,1,68.2,1
CAND-0748,Female,Design,13,77.5,1
CAND-0749,Male,Engineering,8,62.3,1
CAND-0750,Male,Sales,12,46.7,1
CAND-0751,Female,Design,5,70.0,0
CAND-0752,Male,Sales,6,80.2,0
CAND-0753,Female,Marketing,4,50.1,0
CAND-0754,Non-Binary,Sales,13,63.0,1
CAND-0755,Female,Design,8,66.3,1
CAND-0756,Male,Sales,12,100.0,1
CAND-0757,Female,Design,9,73.4,0
CAND-0758,Male,Design,9,41.4,0
CAND-0759,Female,Marketing,1,37.7,0
CAND-0760,Male,Design,14,81.0,1
CAND-0761,Male,Marketing,7,100.0,1
CAND-0762,Female,Engineering,4,65.8,1
CAND-0763,Male,Design,13,64.9,1
CAND-0764,Male,Marketing,13,76.5,0
CAND-0765,Male,Marketing,10,58.0,1
CAND-0766,Male,Design,11,31.8,1
CAND-0767,Female,Sales,8,85.6,0
CAND-0768,Male,Marketing,7,60.8,1
CAND-0769,Male,Engineering,1,85.8,1
CAND-0770,Female,Sales,1,58.6,0
CAND-0771,Male,Sales,1,71.8,0
CAND-0772,Male,Design,2,82.8,1
CAND-0773,Male,Marketing,10,86.1,0
CAND-0774,Male,Engineering,2,73.5,1
CAND-0775,Male,Marketing,9,72.7,0
CAND-0776,Male,Engineering,5,79.3,0
CAND-0777,Female,Marketing,1,77.0,1
CAND-0778,Male,Design,7,50.6,0
CAND-0779,Female,Engineering,10,50.9,1
CAND-0780,Female,Design,2,38.4,1
CAND-0781,Male,Marketing,3,81.5,0
CAND-0782,Female,Engineering,4,64.1,1
CAND-0783,Male,Engineering,3,82.3,1
CAND-0784,Female,Marketing,3,76.1,1
CAND-0785,Male,Design,9,55.0,1
CAND-0786,Male,Engineering,12,68.2,0
CAND-0787,Female,Engineering,4,63.2,0
CAND-0788,Non-Binary,Engineering,8,60.9,1
CAND-0789,Male,Marketing,1,83.7,1
CAND-0790,Male,Sales,13,100.0,1
CAND-0791,Female,Marketing,6,86.7,1
CAND-0792,Female,Design,1,69.6,1
CAND-0793,Male,Sales,5,88.9,1
CAND-0794,Male,Engineering,7,95.7,1
CAND-0795,Female,Engineering,13,49.1,1
CAND-0796,Female,Sales,12,88.4,0
CAND-0797,Female,Engineering,1,81.5,0
CAND-0798,Male,Engineering,9,87.8,1
CAND-0799,Female,Marketing,12,82.2,1
CAND-0800,Male,Marketing,11,66.6,0
CAND-0801,Female,Design,9,100.0,0
CAND-0802,Female,Engineering,6,75.1,0
CAND-0803,Male,Design,14,63.5,1
CAND-0804,Female,Design,2,77.6,1
CAND-0805,Male,Sales,2,84.6,1
CAND-0806,Male,Sales,9,71.4,1
CAND-0807,Male,Engineering,13,75.9,0
CAND-0808,Female,Sales,14,71.3,1
CAND-0809,Male,Design,14,60.1,1
CAND-0810,Male,Marketing,4,57.7,0
CAND-0811,Male,Sales,6,49.0,1
CAND-0812,Female,Design,13,92.8,1
CAND-0813,Male,Sales,10,66.6,1
CAND-0814,Female,Engineering,2,20.0,0
CAND-0815,Female,Sales,4,75.9,1
CAND-0816,Male,Marketing,2,75.6,1
CAND-0817,Female,Engineering,3,42.0,0
CAND-0818,Male,Sales,2,57.5,0
CAND-0819,Male,Marketing,14,56.9,1
CAND-0820,Male,Design,8,58.9,0
CAND-0821,Male,Sales,5,88.2,1
CAND-0822,Female,Sales,5,67.8,0
CAND-0823,Female,Design,8,63.6,0
CAND-0824,Female,Design,11,86.8,1
CAND-0825,Non-Binary,Sales,8,77.4,1
CAND-0826,Male,Marketing,13,43.9,1
CAND-0827,Male,Design,7,60.8,0
CAND-0828,Male,Design,5,74.8,0
CAND-0829,Female,Marketing,7,56.0,1
CAND-0830,Male,Sales,13,100.0,1
CAND-0831,Female,Engineering,1,71.7,1
CAND-0832,Female,Sales,3,58.7,0
CAND-0833,Female,Sales,3,53.2,1
CAND-0834,Male,Engineering,2,83.9,0
CAND-0835,Male,Sales,6,60.3,0
CAND-0836,Male,Sales,3,75.7,1
CAND-0837,Non-Binary,Design,4,52.7,1
CAND-0838,Male,Marketing,3,71.1,0
CAND-0839,Female,Sales,7,60.5,1
CAND-0840,Non-Binary,Engineering,4,65.3,1
CAND-0841,Male,Engineering,5,58.1,1
CAND-0842,Male,Design,14,85.4,1
CAND-0843,Male,Sales,7,62.6,1
CAND-0844,Female,Sales,4,67.8,0
CAND-0845,Female,Sales,14,68.6,1
CAND-0846,Male,Sales,6,94.2,0
CAND-0847,Male,Engineering,9,83.4,1
CAND-0848,Male,Engineering,6,81.9,1
CAND-0849,Female,Design,5,46.3,1
CAND-0850,Male,Sales,12,60.2,1
CAND-0851,Female,Engineering,14,87.8,1
CAND-0852,Male,Sales,13,52.4,1
CAND-0853,Female,Marketing,1,71.3,0
CAND-0854,Male,Marketing,8,54.0,1
CAND-0855,Male,Engineering,5,55.5,1
CAND-0856,Female,Marketing,5,95.2,1
CAND-0857,Male,Marketing,3,80.8,1
CAND-0858,Male,Engineering,10,84.7,0
CAND-0859,Female,Design,12,81.8,1
CAND-0860,Female,Marketing,2,67.9,1
CAND-0861,Male,Sales,1,59.6,1
CAND-0862,Male,Marketing,9,64.0,1
CAND-0863,Male,Design,5,67.1,0
CAND-0864,Male,Design,10,96.6,1
CAND-0865,Male,Design,12,50.0,0
CAND-0866,Female,Design,4,61.7,1
CAND-0867,Female,Design,7,56.3,0
CAND-0868,Male,Marketing,13,85.8,0
CAND-0869,Male,Marketing,4,97.8,0
CAND-0870,Male,Marketing,11,74.6,1
CAND-0871,Male,Marketing,2,75.9,0
CAND-0872,Female,Design,9,71.4,1
CAND-0873,Male,Design,8,76.6,1
CAND-0874,Male,Sales,12,81.6,1
CAND-0875,Male,Marketing,4,76.4,0
CAND-0876,Male,Design,8,77.5,1
CAND-0877,Male,Sales,12,81.6,1
CAND-0878,Female,Sales,13,43.3,1
CAND-0879,Male,Engineering,9,70.0,1
CAND-0880,Male,Marketing,2,74.6,0
CAND-0881,Male,Design,4,76.2,1
CAND-0882,Female,Marketing,11,67.4,1
CAND-0883,Male,Sales,6,72.4,1
CAND-0884,Male,Marketing,7,59.2,0
CAND-0885,Male,Engineering,5,43.4,0
CAND-0886,Male,Engineering,10,84.7,1
CAND-0887,Male,Design,12,53.0,1
CAND-0888,Male,Design,10,67.6,0
CAND-0889,Male,Design,13,58.8,1
CAND-0890,Male,Design,7,93.8,1
CAND-0891,Male,Marketing,14,68.8,1
CAND-0892,Female,Marketing,11,65.3,1
CAND-0893,Female,Sales,4,81.2,1
CAND-0894,Male,Sales,8,100.0,1
CAND-0895,Male,Design,3,76.1,1
CAND-0896,Female,Marketing,13,64.3,1
CAND-0897,Non-Binary,Design,3,80.4,0
CAND-0898,Female,Sales,5,46.4,1
CAND-0899,Male,Marketing,6,70.7,1
CAND-0900,Female,Design,3,99.9,1
CAND-0901,Male,Engineering,10,72.4,1
CAND-0902,Male,Sales,2,71.6,1
CAND-0903,Male,Engineering,5,70.3,0
CAND-0904,Male,Engineering,10,64.1,1
CAND-0905,Male,Marketing,6,74.7,1
CAND-0906,Male,Engineering,3,81.6,0
CAND-0907,Male,Engineering,7,65.0,1
CAND-0908,Non-Binary,Design,3,32.6,0
CAND-0909,Male,Marketing,12,77.0,1
CAND-0910,Male,Design,13,100.0,1
CAND-0911,Female,Design,2,64.4,1
CAND-0912,Female,Design,14,47.9,1
CAND-0913,Male,Marketing,13,80.2,1
CAND-0914,Female,Sales,10,96.2,1
CAND-0915,Male,Marketing,4,77.9,0
CAND-0916,Male,Design,3,95.9,1
CAND-0917,Female,Sales,7,81.9,1
CAND-0918,Male,Engineering,8,80.6,1
CAND-0919,Female,Sales,3,62.2,0
CAND-0920,Male,Marketing,6,74.3,1
CAND-0921,Female,Design,1,69.6,0
CAND-0922,Male,Engineering,5,69.0,1
CAND-0923,Non-Binary,Engineering,2,66.2,0
CAND-0924,Male,Design,1,73.4,0
CAND-0925,Non-Binary,Engineering,13,50.6,1
CAND-0926,Male,Engineering,7,82.2,1
CAND-0927,Female,Engineering,10,56.8,1
CAND-0928,Female,Marketing,4,66.2,0
CAND-0929,Male,Sales,5,75.0,1
CAND-0930,Female,Marketing,2,56.1,0
CAND-0931,Male,Engineering,8,40.5,1
CAND-0932,Male,Marketing,11,64.3,1
CAND-0933,Female,Engineering,13,48.5,1
CAND-0934,Female,Marketing,10,80.7,1
CAND-0935,Female,Sales,14,52.7,1
CAND-0936,Male,Design,3,92.3,1
CAND-0937,Male,Sales,7,69.9,0
CAND-0938,Female,Marketing,11,70.9,1
CAND-0939,Non-Binary,Marketing,1,40.3,1
CAND-0940,Female,Sales,10,72.2,1
CAND-0941,Male,Marketing,1,68.8,0
CAND-0942,Male,Design,14,50.5,1
CAND-0943,Male,Design,7,71.3,1
CAND-0944,Female,Sales,1,64.0,0
CAND-0945,Non-Binary,Engineering,12,66.7,1
CAND-0946,Female,Design,9,70.4,1
CAND-0947,Non-Binary,Marketing,9,62.9,0
CAND-0948,Male,Engineering,8,73.7,1
CAND-0949,Female,Design,8,68.7,1
CAND-0950,Male,Engineering,4,77.1,1
CAND-0951,Male,Marketing,4,62.1,0
CAND-0952,Female,Sales,5,54.0,0
CAND-0953,Male,Sales,9,59.4,1
CAND-0954,Female,Marketing,3,91.6,1
CAND-0955,Female,Sales,4,84.3,1
CAND-0956,Female,Marketing,10,88.2,1
CAND-0957,Female,Sales,5,89.2,1
CAND-0958,Male,Design,7,63.0,0
CAND-0959,Male,Sales,5,74.4,1
CAND-0960,Male,Engineering,9,71.1,1
CAND-0961,Male,Sales,6,79.9,0
CAND-0962,Male,Sales,3,65.7,0
CAND-0963,Male,Sales,6,71.4,1
CAND-0964,Female,Sales,6,71.1,1
CAND-0965,Male,Design,12,78.0,1
CAND-0966,Male,Marketing,10,79.8,0
CAND-0967,Male,Design,1,71.4,0
CAND-0968,Male,Design,7,71.9,1
CAND-0969,Male,Engineering,3,73.4,0
CAND-0970,Male,Marketing,1,94.7,1
CAND-0971,Male,Marketing,1,44.1,0
CAND-0972,Male,Engineering,5,55.5,1
CAND-0973,Male,Marketing,14,80.1,1
CAND-0974,Male,Sales,10,74.0,1
CAND-0975,Male,Marketing,10,73.9,1
CAND-0976,Male,Engineering,2,80.0,1
CAND-0977,Female,Engineering,2,73.2,1
CAND-0978,Male,Engineering,12,61.6,0
CAND-0979,Female,Engineering,4,79.4,0
CAND-0980,Male,Design,10,70.3,0
CAND-0981,Non-Binary,Marketing,11,63.3,1
CAND-0982,Male,Design,12,80.4,1
CAND-0983,Female,Engineering,12,79.8,1
CAND-0984,Male,Engineering,7,73.2,1
CAND-0985,Male,Design,8,95.8,1
CAND-0986,Female,Sales,11,89.9,1
CAND-0987,Male,Marketing,10,85.0,1
CAND-0988,Male,Design,7,100.0,1
CAND-0989,Non-Binary,Marketing,9,67.8,1
CAND-0990,Female,Engineering,7,63.0,1
CAND-0991,Female,Engineering,4,82.9,1
CAND-0992,Female,Engineering,9,66.2,1
CAND-0993,Male,Marketing,9,70.2,1
CAND-0994,Female,Marketing,3,55.2,1
CAND-0995,Male,Design,10,79.1,1
CAND-0996,Male,Engineering,14,47.9,1
CAND-0997,Female,Design,8,68.6,1
CAND-0998,Male,Sales,1,69.8,1
CAND-0999,Female,Engineering,2,63.5,1
CAND-1000,Male,Engineering,8,43.6,1
