customer_id,gender,age,tenure_months,monthly_charges,total_charges,contract_type,tech_support_calls,refund_issued_after_churn,cancellation_survey_score,churn
CUST-10373,Female,57,60,49.33,2972.8,Month-to-Month,4,0,,0
CUST-10374,Male,58,2,97.31,194.99,Month-to-Month,1,1,0.9,1
CUST-10375,Female,39,60,71.8,4298.96,Month-to-Month,2,0,,0
CUST-10376,Female,28,5,54.81,,Month-to-Month,1,0,,0
CUST-10377,Male,40,44,57.17,2500.78,Two-Year,1,0,,0
CUST-10378,Female,18,27,20.14,547.6,Two-Year,1,0,,0
CUST-10379,Male,63,32,49.98,,Month-to-Month,1,0,1.8,1
CUST-10380,Female,54,21,84.65,1784.27,One-Year,1,1,1.7,1
CUST-10381,Female,38,8,117.42,960.94,Month-to-Month,1,0,,0
CUST-10382,Female,43,50,104.71,5216.12,One-Year,0,1,0.8,1
CUST-10383,Male,63,67,22.36,1499.39,Two-Year,3,0,,0
CUST-10384,Male,53,44,109.86,4820.4,Two-Year,1,0,,0
CUST-10385,Female,71,58,98.32,,Month-to-Month,0,0,,0
CUST-10386,Male,40,3,98.04,294.14,One-Year,3,0,,0
CUST-10387,Male,74,70,65.8,4628.8,Month-to-Month,1,0,,0
CUST-10388,Male,18,2,59.8,119.0,Two-Year,2,1,1.4,1
CUST-10389,Male,71,44,50.29,2211.98,Month-to-Month,1,1,1.5,1
CUST-10390,Male,72,2,26.57,63.19,One-Year,2,0,,0
CUST-10391,Male,68,35,42.82,1498.17,One-Year,1,0,,0
CUST-10392,Female,57,30,44.66,1358.11,One-Year,2,1,1.8,1
CUST-10393,Female,32,8,68.41,553.98,Month-to-Month,4,0,,0
CUST-10394,Male,38,22,94.74,2092.57,Two-Year,0,1,2.0,1
CUST-10395,Female,64,44,67.38,2946.04,Month-to-Month,1,0,,0
CUST-10396,Female,26,58,25.78,1515.09,One-Year,0,0,,0
CUST-10397,Female,70,36,115.78,4161.52,Month-to-Month,0,1,0.8,1
CUST-10398,Female,26,69,114.27,7884.53,Month-to-Month,2,1,1.0,1
CUST-10399,Male,27,31,98.52,3047.59,Month-to-Month,0,0,,0
CUST-10400,Female,69,47,119.13,5588.87,Month-to-Month,1,0,,0
CUST-10401,Female,74,55,74.45,4082.73,Month-to-Month,0,0,,0
CUST-10402,Male,70,62,116.28,7210.39,Month-to-Month,0,0,,0
CUST-10403,Male,43,30,27.56,807.1,Month-to-Month,3,0,,0
CUST-10404,Female,58,55,56.57,3108.92,One-Year,3,0,,0
CUST-10405,Female,52,16,42.54,691.22,Two-Year,1,0,,0
CUST-10406,Female,69,12,39.58,481.28,Month-to-Month,3,0,,0
CUST-10407,Female,42,17,34.08,583.68,Month-to-Month,1,0,,0
CUST-10408,Female,43,16,82.24,1306.89,Month-to-Month,5,1,0.7,1
CUST-10409,Female,28,12,98.13,1161.7,Month-to-Month,1,0,,0
CUST-10410,Male,55,8,77.83,633.06,One-Year,3,1,1.9,1
CUST-10411,Female,19,3,34.7,99.61,One-Year,1,0,,0
CUST-10412,Female,24,16,101.11,1616.93,Month-to-Month,2,1,1.6,1
CUST-10413,Male,35,30,83.6,2506.02,Month-to-Month,1,0,,0
CUST-10414,Male,44,23,58.82,,Month-to-Month,2,1,0.5,1
CUST-10415,Male,51,5,87.41,455.48,Two-Year,0,1,1.9,1
CUST-10416,Male,44,65,45.99,3003.97,Two-Year,2,0,,0
CUST-10417,Female,34,30,54.52,1612.28,Month-to-Month,1,0,,0
CUST-10418,Female,60,21,111.75,2343.66,Month-to-Month,1,1,1.1,1
CUST-10419,Female,61,70,49.05,3420.03,Two-Year,2,0,,0
CUST-10420,Female,68,22,67.0,1483.38,Two-Year,1,0,,0
CUST-10421,Female,71,32,109.01,,Month-to-Month,2,0,,0
CUST-10422,Female,41,33,90.77,3001.47,Month-to-Month,0,1,0.8,1
CUST-10423,Male,42,16,26.22,415.58,Month-to-Month,0,0,,0
CUST-10424,Female,24,38,34.73,1309.35,One-Year,2,0,,0
CUST-10425,Male,69,14,20.78,282.24,Month-to-Month,1,0,,0
CUST-10426,Male,23,36,83.09,2975.91,Month-to-Month,1,0,,0
CUST-10427,Female,70,23,64.77,1477.07,One-Year,4,0,,0
CUST-10428,Male,41,66,33.43,2191.64,Month-to-Month,2,0,,0
CUST-10429,Female,50,2,115.79,221.22,One-Year,1,1,1.0,1
CUST-10430,Male,66,65,72.97,,Month-to-Month,1,1,1.0,1
CUST-10431,Female,46,67,44.19,2964.67,Month-to-Month,1,0,,0
CUST-10432,Male,60,52,70.06,3646.67,One-Year,2,0,,0
CUST-10433,Female,39,62,87.96,5457.45,Month-to-Month,1,1,,0
CUST-10434,Female,43,23,27.62,647.01,Two-Year,3,0,,0
CUST-10435,Female,45,26,47.47,,Month-to-Month,0,1,0.9,1
CUST-10436,Female,67,68,100.7,6839.79,Month-to-Month,0,0,,0
CUST-10437,Female,38,55,65.97,3650.46,One-Year,4,0,,0
CUST-10438,Male,66,6,74.66,,Month-to-Month,2,1,0.9,1
CUST-10439,Male,24,35,63.28,2216.32,Two-Year,2,0,,0
CUST-10440,Male,34,22,24.39,537.41,Month-to-Month,1,0,,0
CUST-10441,Female,37,43,36.57,1575.41,Month-to-Month,3,0,,0
CUST-10442,Male,58,15,64.55,,Month-to-Month,3,0,,0
CUST-10443,Female,66,60,40.92,2456.48,Month-to-Month,2,1,0.7,1
CUST-10444,Female,37,12,25.0,304.99,Two-Year,0,0,,0
CUST-10445,Male,71,49,104.36,5106.37,Two-Year,0,0,,0
CUST-10446,Male,39,42,118.12,4944.7,Month-to-Month,0,0,,0
CUST-10447,Female,45,38,99.31,3753.02,Month-to-Month,1,0,,0
CUST-10448,Male,57,45,105.38,4750.98,Two-Year,0,0,,0
CUST-10449,Female,66,35,44.2,1531.17,Two-Year,2,0,,0
CUST-10450,Female,24,30,116.06,3486.45,Month-to-Month,0,1,1.3,1
CUST-10451,Female,18,30,39.69,1179.16,Month-to-Month,4,0,,0
CUST-10452,Female,49,6,115.14,679.46,Month-to-Month,0,1,1.1,1
CUST-10453,Female,30,67,119.48,7997.98,Two-Year,0,0,,0
CUST-10454,Male,47,7,91.17,640.13,Month-to-Month,0,1,1.6,1
CUST-10455,Male,40,52,118.11,,Month-to-Month,2,0,,0
CUST-10456,Female,68,14,76.95,1071.13,One-Year,0,0,,0
CUST-10457,Female,73,15,45.95,,Month-to-Month,2,0,,0
CUST-10458,Male,36,21,63.7,1325.6,Month-to-Month,1,1,1.4,1
CUST-10459,Male,49,35,79.36,,Month-to-Month,2,0,,0
CUST-10460,Female,47,66,27.31,1785.23,Month-to-Month,1,0,,0
CUST-10461,Male,46,2,82.23,162.28,Month-to-Month,2,1,0.8,1
CUST-10462,Female,66,35,118.12,4146.93,Month-to-Month,3,1,1.7,1
CUST-10463,Male,62,20,39.01,766.96,Month-to-Month,0,0,,0
CUST-10464,Female,46,10,99.26,991.5,One-Year,3,1,1.3,1
CUST-10465,Male,47,25,110.79,2771.08,Two-Year,3,1,1.3,1
CUST-10466,Female,33,66,114.37,7540.35,One-Year,2,0,,0
CUST-10467,Male,57,25,116.01,2899.48,Month-to-Month,1,1,1.1,1
CUST-10468,Male,36,54,72.15,3901.71,Month-to-Month,1,0,,0
CUST-10469,Female,35,33,117.73,3880.42,Month-to-Month,3,1,0.8,1
CUST-10470,Male,18,36,95.73,,Month-to-Month,2,0,,0
CUST-10471,Female,31,14,36.17,510.31,Month-to-Month,1,1,1.4,1
CUST-10472,Male,68,65,67.69,4394.02,One-Year,2,0,2.0,1
CUST-10473,Female,64,54,91.83,4970.09,Month-to-Month,0,1,0.8,1
CUST-10474,Male,67,52,44.73,2318.55,Month-to-Month,0,0,,0
CUST-10475,Female,19,3,84.06,260.74,Month-to-Month,3,0,,0
CUST-10476,Male,71,41,86.66,3545.83,One-Year,1,0,,0
CUST-10477,Female,45,6,36.27,214.46,Month-to-Month,2,0,,0
CUST-10478,Male,66,25,76.51,1911.12,One-Year,1,0,,0
CUST-10479,Female,67,13,97.16,,Month-to-Month,1,0,,0
CUST-10480,Female,47,8,69.89,534.99,Two-Year,1,1,1.4,1
CUST-10481,Female,55,21,21.21,449.99,Two-Year,4,0,,0
CUST-10482,Male,68,68,20.9,,Month-to-Month,0,0,,0
CUST-10483,Female,21,25,55.7,1395.36,Month-to-Month,1,0,,0
CUST-10484,Male,18,68,112.62,7663.18,Month-to-Month,3,0,,0
CUST-10485,Female,25,45,42.87,,Month-to-Month,0,0,,0
CUST-10486,Male,46,60,83.44,4986.33,One-Year,1,0,,0
CUST-10487,Female,72,12,42.21,495.91,Two-Year,1,1,1.1,1
CUST-10488,Male,56,32,52.17,1672.77,One-Year,0,0,,0
CUST-10489,Male,20,13,104.8,1364.4,Two-Year,3,0,,0
CUST-10490,Female,49,31,92.89,2871.69,Month-to-Month,0,1,1.9,1
CUST-10491,Male,27,20,29.54,598.18,Month-to-Month,2,0,,0
CUST-10492,Male,27,18,62.87,1129.1,One-Year,0,0,1.5,1
CUST-10493,Female,36,60,22.92,,Month-to-Month,2,0,,0
CUST-10494,Male,63,63,68.09,4301.77,One-Year,1,0,,0
CUST-10495,Male,51,6,86.24,520.22,Month-to-Month,3,1,0.9,1
CUST-10496,Male,50,32,31.85,,Month-to-Month,3,0,,0
CUST-10497,Female,40,43,48.89,2096.19,Two-Year,2,0,,0
CUST-10498,Male,72,2,59.78,,Month-to-Month,3,0,,0
CUST-10499,Female,45,60,111.95,6719.18,Two-Year,2,1,1.3,1
CUST-10500,Male,49,23,119.33,2741.64,Two-Year,1,0,,0
CUST-10501,Male,67,31,24.49,747.0,One-Year,0,0,,0
CUST-10502,Male,24,5,96.1,475.65,One-Year,2,1,1.2,1
CUST-10503,Female,46,34,57.17,1932.69,One-Year,0,0,,0
CUST-10504,Male,25,10,59.25,600.11,Two-Year,1,0,,0
CUST-10505,Male,18,2,95.43,203.06,Month-to-Month,0,1,0.8,1
CUST-10506,Female,74,11,111.84,1239.4,Month-to-Month,0,0,,0
CUST-10507,Male,72,50,115.09,5779.36,One-Year,4,0,,0
CUST-10508,Female,20,31,77.71,2404.41,Month-to-Month,2,1,1.1,1
CUST-10509,Female,41,56,55.71,,Month-to-Month,0,0,,0
CUST-10510,Male,40,9,98.75,876.94,Month-to-Month,3,1,1.4,1
CUST-10511,Female,25,21,45.1,945.13,One-Year,0,0,,0
CUST-10512,Male,71,28,76.41,2124.71,Two-Year,1,0,,0
CUST-10513,Female,74,62,55.86,3469.0,Month-to-Month,2,1,1.1,1
CUST-10514,Female,64,7,85.66,596.07,Two-Year,2,0,,0
CUST-10515,Male,54,16,44.04,684.09,One-Year,1,0,,0
CUST-10516,Female,20,4,39.16,149.79,Two-Year,4,1,1.1,1
CUST-10517,Female,68,4,111.82,465.21,One-Year,1,0,,0
CUST-10518,Female,50,40,30.18,1211.3,One-Year,2,0,,0
CUST-10519,Female,45,17,70.6,,Month-to-Month,3,1,1.6,1
CUST-10520,Female,64,52,42.09,2189.94,Two-Year,0,0,,0
CUST-10521,Male,25,52,23.89,1240.46,Month-to-Month,2,0,,0
CUST-10522,Female,51,36,23.6,849.76,Two-Year,1,0,,0
CUST-10523,Male,52,38,37.52,1428.21,Two-Year,1,0,,0
CUST-10524,Female,49,50,106.68,5323.03,Month-to-Month,1,0,,0
CUST-10525,Male,41,63,48.25,,Month-to-Month,1,1,1.6,1
CUST-10526,Male,31,63,115.05,7259.37,One-Year,2,1,1.2,1
CUST-10527,Female,49,62,78.16,4843.95,Month-to-Month,2,1,1.4,1
CUST-10528,Female,73,7,63.66,440.39,Two-Year,1,1,1.0,1
CUST-10529,Female,63,27,78.01,2098.85,Month-to-Month,2,1,1.5,1
CUST-10530,Male,60,14,71.67,1020.97,Month-to-Month,3,0,,0
CUST-10531,Female,33,71,95.88,6802.96,Two-Year,2,0,,0
CUST-10532,Male,21,5,48.25,247.78,One-Year,2,1,1.6,1
CUST-10533,Male,69,55,55.31,3040.15,Two-Year,3,0,,0
CUST-10534,Male,54,2,109.41,216.38,Month-to-Month,1,0,,0
CUST-10535,Female,71,62,114.65,7100.65,One-Year,1,0,,0
CUST-10536,Female,38,21,109.26,2284.76,One-Year,2,1,1.1,1
CUST-10537,Male,31,21,61.94,1308.14,One-Year,0,0,,0
CUST-10538,Male,48,10,98.04,970.47,One-Year,2,0,0.8,1
CUST-10539,Female,72,58,67.63,3927.17,One-Year,0,0,,0
CUST-10540,Male,65,39,69.75,2721.16,Month-to-Month,1,1,0.8,1
CUST-10541,Female,35,5,40.47,209.88,Month-to-Month,0,1,1.4,1
CUST-10542,Male,24,65,79.11,5136.05,One-Year,1,0,,0
CUST-10543,Female,27,13,38.61,512.73,Month-to-Month,1,0,,0
CUST-10544,Male,24,53,53.16,2816.07,One-Year,2,0,,0
CUST-10545,Female,50,45,105.5,,Month-to-Month,1,0,,0
CUST-10546,Male,40,32,40.71,1286.58,One-Year,2,1,0.9,1
CUST-10547,Female,38,36,27.12,1000.61,One-Year,1,0,,0
CUST-10548,Female,36,60,26.9,1612.74,Month-to-Month,2,0,,0
CUST-10549,Male,65,11,114.08,1257.11,Month-to-Month,1,0,,0
CUST-10550,Male,36,63,70.69,4447.43,Month-to-Month,1,0,,0
CUST-10551,Female,53,21,60.94,1264.05,One-Year,1,0,,0
CUST-10552,Male,46,52,101.09,5251.4,Two-Year,2,0,,0
CUST-10553,Female,35,55,103.58,5693.24,Month-to-Month,2,1,1.5,1
CUST-10554,Male,19,26,53.22,1385.55,One-Year,0,1,1.4,1
CUST-10555,Female,18,68,89.36,6087.69,Month-to-Month,1,0,,0
CUST-10556,Female,64,34,97.11,3303.65,Month-to-Month,0,1,1.4,1
CUST-10557,Female,22,52,85.47,4446.52,Two-Year,4,0,,0
CUST-10558,Female,37,52,35.16,,Month-to-Month,1,0,,0
CUST-10559,Female,28,29,107.59,,Month-to-Month,2,1,0.7,1
CUST-10560,Female,59,38,73.91,2791.95,Month-to-Month,1,0,,0
CUST-10561,Male,19,42,48.25,,Month-to-Month,0,0,,0
CUST-10562,Male,20,21,62.52,1309.19,Month-to-Month,0,0,,0
CUST-10563,Male,40,42,23.76,,Month-to-Month,4,0,,0
CUST-10564,Female,72,13,32.79,419.37,One-Year,0,0,,0
CUST-10565,Female,29,64,96.55,6165.52,Month-to-Month,1,0,,0
CUST-10566,Female,37,17,20.0,344.88,Month-to-Month,2,0,,0
CUST-10567,Female,22,9,61.66,559.32,Month-to-Month,0,0,,0
CUST-10568,Male,54,41,72.25,,Month-to-Month,0,1,1.5,1
CUST-10569,Male,55,1,25.46,6.46,One-Year,3,1,1.1,1
CUST-10570,Female,47,2,117.31,232.25,Two-Year,1,0,,0
CUST-10571,Male,26,60,42.61,2559.89,Month-to-Month,0,0,,0
CUST-10572,Male,51,48,50.42,2428.27,Two-Year,2,0,,0
CUST-10573,Female,70,29,50.39,1478.84,One-Year,2,0,,0
CUST-10574,Male,61,10,43.04,441.58,One-Year,3,1,1.1,1
CUST-10575,Female,52,58,20.15,1170.35,Month-to-Month,0,0,,0
CUST-10576,Male,69,60,92.93,5572.95,Month-to-Month,0,0,,0
CUST-10577,Female,39,21,116.68,2442.85,Month-to-Month,0,1,0.9,1
CUST-10578,Female,61,28,42.43,1201.6,One-Year,2,0,,0
CUST-10579,Female,41,34,86.3,2935.87,Month-to-Month,1,0,,0
CUST-10580,Female,34,8,94.19,759.83,Two-Year,1,0,,0
CUST-10581,Male,27,59,104.84,6179.66,Month-to-Month,1,1,1.4,1
CUST-10582,Female,47,49,62.26,3038.33,Month-to-Month,1,0,,0
CUST-10583,Female,73,17,50.29,850.93,One-Year,1,0,,0
CUST-10584,Female,63,60,52.53,3148.77,Month-to-Month,0,0,,0
CUST-10585,Male,40,45,91.26,4108.62,Month-to-Month,0,0,,0
CUST-10586,Female,49,69,101.68,7008.55,One-Year,1,0,,0
CUST-10587,Male,34,32,38.16,1221.37,Two-Year,3,0,,0
CUST-10588,Female,67,44,57.09,2523.74,One-Year,0,0,,0
CUST-10589,Male,68,65,110.19,7145.62,One-Year,0,1,1.2,1
CUST-10590,Male,34,8,100.67,784.19,One-Year,1,1,0.6,1
CUST-10591,Female,31,43,118.49,5107.53,Two-Year,0,0,,0
CUST-10592,Male,26,1,95.42,80.78,Month-to-Month,0,1,1.3,1
CUST-10593,Female,57,51,59.32,3021.52,Month-to-Month,1,0,,0
CUST-10594,Female,19,24,79.06,,Month-to-Month,2,0,,0
CUST-10595,Female,62,24,86.1,2065.81,Month-to-Month,0,0,,0
CUST-10596,Male,42,17,27.85,472.72,One-Year,0,0,,0
CUST-10597,Male,56,5,74.45,372.97,One-Year,5,0,,0
CUST-10598,Female,26,20,90.93,1843.79,One-Year,1,0,,0
CUST-10599,Female,71,21,36.73,789.14,Month-to-Month,0,1,1.1,1
CUST-10600,Male,39,58,98.06,5680.54,One-Year,0,0,,0
CUST-10601,Female,60,31,78.38,2440.29,Month-to-Month,3,0,,0
CUST-10602,Female,63,11,115.22,1272.48,One-Year,0,0,,0
CUST-10603,Female,21,52,24.24,1260.28,One-Year,2,0,,0
CUST-10604,Male,43,15,46.53,688.87,Month-to-Month,1,0,,0
CUST-10605,Male,46,7,80.16,565.63,Month-to-Month,1,1,0.7,1
CUST-10606,Male,62,28,49.66,1387.42,Month-to-Month,1,0,,0
CUST-10607,Female,51,51,91.44,4659.64,Two-Year,2,1,1.5,1
CUST-10608,Female,40,58,95.9,5554.53,Two-Year,1,0,,0
CUST-10609,Female,54,5,30.25,161.25,One-Year,0,0,,0
CUST-10610,Male,28,5,71.39,349.27,Month-to-Month,2,1,0.8,1
CUST-10611,Female,23,8,70.89,559.5,Month-to-Month,1,0,,0
CUST-10612,Female,35,64,56.93,3651.3,One-Year,1,0,1.4,1
CUST-10613,Female,38,10,113.29,1131.46,One-Year,3,1,,0
CUST-10614,Female,59,38,102.75,,Month-to-Month,2,1,1.3,1
CUST-10615,Male,53,8,89.72,728.09,Month-to-Month,2,1,1.7,1
CUST-10616,Male,58,25,91.43,2298.89,One-Year,4,0,,0
CUST-10617,Female,55,66,66.17,4345.94,Month-to-Month,3,0,,0
CUST-10618,Male,51,50,112.1,5603.71,Month-to-Month,0,1,0.5,1
CUST-10619,Male,34,67,89.46,5979.72,Month-to-Month,2,1,0.9,1
CUST-10620,Female,54,49,92.9,,Month-to-Month,1,0,,0
CUST-10621,Female,42,36,106.17,3822.05,Two-Year,1,1,,0
CUST-10622,Male,55,68,47.41,3220.33,Two-Year,1,0,,0
CUST-10623,Female,29,41,100.71,4118.86,One-Year,3,0,,0
CUST-10624,Male,40,62,39.52,2439.48,Month-to-Month,0,0,,0
CUST-10625,Female,70,10,54.53,552.58,Month-to-Month,1,1,1.4,1
CUST-10626,Male,59,21,53.56,,Month-to-Month,4,1,1.1,1
CUST-10627,Female,39,36,117.85,,Month-to-Month,1,1,1.3,1
CUST-10628,Male,38,12,105.65,1264.52,One-Year,2,0,,0
CUST-10629,Male,44,2,90.12,187.56,Month-to-Month,2,0,,0
CUST-10630,Male,74,13,92.71,1204.9,Month-to-Month,1,1,1.4,1
CUST-10631,Female,48,53,76.21,4027.99,Month-to-Month,1,0,,0
CUST-10632,Male,23,32,114.71,3665.94,Month-to-Month,4,0,,0
CUST-10633,Male,44,16,69.63,1117.1,Month-to-Month,2,1,1.3,1
CUST-10634,Female,57,32,58.05,1854.53,Month-to-Month,2,1,1.5,1
CUST-10635,Female,51,32,36.3,1161.12,Two-Year,2,1,0.6,1
CUST-10636,Male,29,11,98.62,1084.63,Month-to-Month,3,1,2.0,1
CUST-10637,Male,62,10,93.44,929.16,Month-to-Month,2,0,,0
CUST-10638,Female,74,15,58.44,884.77,Two-Year,1,0,,0
CUST-10639,Female,70,17,22.52,378.07,Two-Year,2,1,1.3,1
CUST-10640,Female,24,40,103.9,4145.95,One-Year,1,1,1.0,1
CUST-10641,Female,27,18,21.14,402.82,Two-Year,2,0,,0
CUST-10642,Female,62,55,90.37,4969.57,Month-to-Month,2,0,,0
CUST-10643,Male,34,25,117.03,2899.75,Month-to-Month,2,1,1.6,1
CUST-10644,Female,43,59,63.77,3774.98,Month-to-Month,2,0,,0
CUST-10645,Male,38,22,43.5,969.52,One-Year,2,0,1.0,1
CUST-10646,Male,45,30,90.49,2719.27,One-Year,1,0,,0
CUST-10647,Male,63,44,101.71,4481.56,Month-to-Month,0,0,,0
CUST-10648,Female,19,32,74.64,2410.08,Month-to-Month,2,1,0.8,1
CUST-10649,Male,71,51,116.7,5942.07,One-Year,0,0,,0
CUST-10650,Male,60,46,25.17,1159.15,Month-to-Month,0,0,,0
CUST-10651,Female,18,21,70.48,1499.78,One-Year,2,1,1.6,1
CUST-10652,Male,68,32,91.85,2961.02,One-Year,1,1,1.4,1
CUST-10653,Male,70,39,106.26,4140.48,One-Year,0,1,1.4,1
CUST-10654,Female,53,12,37.93,475.26,One-Year,0,0,,0
CUST-10655,Male,68,47,100.0,4708.03,Two-Year,1,0,,0
CUST-10656,Male,43,18,75.27,1369.81,Month-to-Month,1,1,1.2,1
CUST-10657,Male,46,21,59.66,1260.56,One-Year,3,0,,0
CUST-10658,Female,38,13,33.17,434.26,One-Year,2,0,,0
CUST-10659,Female,28,21,106.53,,Month-to-Month,1,1,1.6,1
CUST-10660,Female,57,8,35.73,280.55,Month-to-Month,1,0,,0
CUST-10661,Male,28,46,50.98,2364.1,Month-to-Month,4,0,,0
CUST-10662,Male,53,7,49.0,363.61,Month-to-Month,2,1,1.4,1
CUST-10663,Female,66,23,107.14,2477.85,One-Year,1,0,,0
CUST-10664,Male,56,22,87.27,1919.22,Two-Year,1,0,,0
CUST-10665,Male,57,22,99.67,2195.18,Month-to-Month,1,1,,0
CUST-10666,Female,52,29,45.05,1293.7,Month-to-Month,0,0,,0
CUST-10667,Female,71,13,82.49,1067.84,Two-Year,3,1,0.8,1
CUST-10668,Male,51,2,77.17,160.55,Month-to-Month,2,0,,0
CUST-10669,Male,72,29,103.28,,Month-to-Month,0,0,1.3,1
CUST-10670,Male,64,52,110.61,5748.74,One-Year,5,0,,0
CUST-10671,Female,41,27,21.22,592.39,Month-to-Month,0,1,0.9,1
CUST-10672,Female,71,50,87.4,4368.46,Month-to-Month,1,0,,0
CUST-10673,Female,39,23,25.18,,Month-to-Month,3,1,0.8,1
CUST-10674,Female,22,44,74.89,3300.83,Month-to-Month,1,0,,0
CUST-10675,Male,73,22,48.76,1069.64,One-Year,2,0,,0
CUST-10676,Female,50,43,50.68,2177.69,Month-to-Month,2,0,,0
CUST-10677,Female,53,37,55.3,,Month-to-Month,1,0,,0
CUST-10678,Female,64,61,82.13,4989.42,One-Year,3,0,,0
CUST-10679,Female,37,56,53.4,2999.87,Two-Year,1,0,,0
CUST-10680,Female,36,3,93.27,,Month-to-Month,2,1,1.2,1
CUST-10681,Male,52,63,60.45,,Month-to-Month,2,0,,0
CUST-10682,Male,69,19,26.84,513.84,One-Year,2,0,,0
CUST-10683,Female,60,23,98.38,,Month-to-Month,0,0,,0
CUST-10684,Male,34,29,48.58,1410.8,Month-to-Month,1,0,,0
CUST-10685,Female,62,30,63.28,1900.41,One-Year,4,0,,0
CUST-10686,Female,60,39,88.54,3467.82,Two-Year,0,0,,0
CUST-10687,Male,51,25,53.25,1331.88,Two-Year,1,0,,0
CUST-10688,Male,26,8,25.66,208.16,One-Year,0,0,,0
CUST-10689,Female,43,58,57.39,3316.0,One-Year,2,0,,0
CUST-10690,Female,19,16,114.44,,Month-to-Month,4,1,1.6,1
CUST-10691,Female,70,1,84.17,98.71,One-Year,3,0,,0
CUST-10692,Male,26,5,87.15,440.04,Month-to-Month,0,0,,0
CUST-10693,Female,26,3,83.23,,Month-to-Month,1,0,,0
CUST-10694,Female,57,65,39.9,2583.76,One-Year,0,1,1.1,1
CUST-10695,Female,34,4,61.83,239.91,One-Year,1,0,,0
CUST-10696,Male,18,64,95.09,6095.76,Month-to-Month,3,1,,0
CUST-10697,Female,42,10,30.14,310.17,Two-Year,0,0,,0
CUST-10698,Female,60,21,47.79,969.05,Month-to-Month,3,0,0.9,1
CUST-10699,Male,57,46,47.63,2190.17,Month-to-Month,2,0,,0
CUST-10700,Female,59,27,63.2,,Month-to-Month,2,0,,0
CUST-10701,Female,42,66,118.04,7781.02,One-Year,1,0,,0
CUST-10702,Male,56,41,26.75,1092.85,One-Year,2,0,,0
CUST-10703,Female,52,13,71.87,947.62,Month-to-Month,1,1,1.8,1
CUST-10704,Male,20,9,37.94,345.55,One-Year,1,0,,0
CUST-10705,Male,67,36,117.07,4209.52,Month-to-Month,6,1,0.6,1
CUST-10706,Female,54,58,31.33,1815.27,One-Year,2,0,,0
CUST-10707,Female,61,54,60.36,,Month-to-Month,1,0,,0
CUST-10708,Female,61,12,93.79,1128.3,Month-to-Month,2,1,1.1,1
CUST-10709,Female,68,14,90.46,1252.14,Two-Year,0,1,2.2,1
CUST-10710,Male,47,34,62.27,2110.48,Month-to-Month,0,0,,0
CUST-10711,Female,55,53,54.65,2906.8,Month-to-Month,2,0,,0
CUST-10712,Male,51,20,59.76,1194.47,One-Year,2,0,,0
CUST-10713,Female,29,16,46.43,734.38,Two-Year,1,0,,0
CUST-10714,Female,36,70,40.53,2829.01,Month-to-Month,0,0,,0
CUST-10715,Female,54,56,68.3,3832.01,Month-to-Month,1,0,,0
CUST-10716,Male,61,58,46.85,,Month-to-Month,1,0,,0
CUST-10717,Female,66,4,48.75,200.11,Month-to-Month,0,1,1.6,1
CUST-10718,Female,34,4,85.68,,Month-to-Month,1,1,1.3,1
CUST-10719,Female,27,20,116.85,2325.7,One-Year,0,1,2.2,1
CUST-10720,Female,74,10,80.36,806.04,Two-Year,1,0,,0
CUST-10721,Male,72,24,27.7,663.83,Month-to-Month,0,0,,0
CUST-10722,Female,66,26,27.56,723.41,Month-to-Month,5,1,,0
CUST-10723,Male,64,37,115.14,,Month-to-Month,4,1,1.5,1
CUST-10724,Male,29,54,49.73,2681.84,Month-to-Month,3,0,,0
CUST-10725,Male,33,21,29.21,616.9,Two-Year,1,0,,0
CUST-10726,Male,41,38,79.9,,Month-to-Month,1,0,,0
CUST-10727,Male,36,46,82.36,3794.9,Month-to-Month,0,0,,0
CUST-10728,Male,25,4,84.85,341.73,One-Year,1,1,0.7,1
CUST-10729,Female,48,60,46.74,2798.16,Month-to-Month,3,0,,0
CUST-10730,Male,38,57,21.51,1218.99,One-Year,2,0,,0
CUST-10731,Male,34,45,116.5,,Month-to-Month,0,0,1.3,1
CUST-10732,Male,40,20,45.09,913.42,Two-Year,1,0,,0
CUST-10733,Female,54,17,87.6,1498.21,Two-Year,3,0,,0
CUST-10734,Female,71,71,90.66,6427.43,One-Year,2,1,,0
CUST-10735,Male,33,4,81.0,315.62,Two-Year,1,0,,0
CUST-10736,Female,23,14,51.29,711.16,Month-to-Month,2,1,1.3,1
CUST-10737,Male,25,3,47.11,135.36,Month-to-Month,1,0,,0
CUST-10738,Male,42,58,79.77,4608.49,One-Year,2,1,1.0,1
CUST-10739,Female,35,55,106.61,5871.45,One-Year,2,0,,0
CUST-10740,Male,42,4,114.67,454.12,Month-to-Month,0,1,0.9,1
CUST-10741,Female,29,24,30.59,,Month-to-Month,2,0,,0
CUST-10742,Female,32,34,35.48,1203.16,Month-to-Month,1,0,,0
CUST-10743,Male,43,30,114.47,3433.87,Month-to-Month,1,1,1.1,1
CUST-10744,Male,58,19,93.65,1772.5,Month-to-Month,2,1,1.8,1
CUST-10745,Female,62,31,108.3,3357.02,One-Year,1,0,,0
CUST-10746,Male,43,60,40.26,2406.89,Month-to-Month,1,0,,0
CUST-10747,Male,64,60,78.76,4725.39,Month-to-Month,0,0,,0
CUST-10748,Male,49,19,90.11,1726.66,One-Year,1,0,,0
